region_code,site_name_ko,disambiguation,site_name_en,road_address,latitude,longitude,diocese,order,research_status,iljumun,iljumun_name,geumgangmun,geumgangmun_name,cheonwangmun,cheonwangmun_name,bulimun,bulimun_name,pagoda,pagoda_name,main_hall_name,annex_halls,parking_info,access_info,meal_available,flower_badge,heritage,walk_path,verse1_asset,viewpoint,sources,note
JEONNAM_GWANGJU,불갑사,영광 모악산,Bulgapsa,전라남도 영광군 불갑면 불갑사로 450(추정),미확인,미확인,미확인,대한불교조계종(교구 미확인),2차조사,Y,일주문,?,미확인,Y,천왕문,?,미확인,?,미확인,대웅전(보물),만세루·명부전,주차장 있음,꽃무릇 군락 명소,RESERVATION,꽃무릇(상사화 9월),보물 영광 불갑사 대웅전,꽃무릇 군락 산책로,사찰림·꽃무릇 군락,,미확인,공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,향일암,여수 돌산,Hyangiram,전라남도 여수시 돌산읍 향일암로 60,미확인,미확인,미확인,대한불교조계종(교구 미확인),2차조사,?,미확인,?,미확인,?,미확인,?,미확인,N,해당없음,관음전(원통보전),삼성각,주차장 있음,암벽 계단·바위굴 통로,RESERVATION,동백(봄),미확인,해안 암벽 참배로,바다·기암,,미확인,공양원문=사찰음식
JEONBUK,실상사,남원 지리산,Silsangsa Temple,미확인(남원시 지리산),,,조계종 제17교구 금산사 말사,대한불교조계종,1차조사(v3.2),?,,?,,Y,천왕문,Y,누각(미확인),Y,삼층석탑(보물37 동서쌍탑),보광전,약사전·명부전·칠성각,미확인,지리산 평지 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털,
JEONBUK,송광사,완주 종남산,Songgwangsa Temple (Wanju),전북 완주군 소양면(종남산),,,조계종 제17교구 금산사 말사,대한불교조계종,1차조사(v3.2),Y,종남산 송광사,Y,금강문(보물2023),Y,천왕문(소조사천왕상 보물1255),Y,종루(십자각 보물1244),?,,대웅전(보물1243),지장전·나한전·응진전·약사전·관음전·삼성각·칠성각·명부전,주차 가능 (2026-09 잠정),평지 일직선 (2026-09 잠정),RESERVATION,미확인,,,,,전북일보;불교신문;국가유산포털,순천 송광사 아님
JEONBUK,귀정사,남원 산동,Gwijeongsa,전북특별자치도 남원시 산동면 대상2길 246,미확인,미확인,제17교구 본사 금산사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전,미확인,미확인,만행산(천황산) 자락 (2026-09 잠정),RESERVATION,미확인,미확인,미확인,사찰림,미확인,금산사 공식홈페이지,공양원문=사찰음식·템플스테이
JEONBUK,내소사,부안 변산,Naesosa Temple,미확인(부안군 변산),,,조계종 제24교구 선운사 말사,대한불교조계종,1차조사(v3.2),Y,내소사 일주문,N,,Y,사천왕문,Y,봉래루,Y,삼층석탑(전북유형),대웅보전(보물291),설선당·조사당·삼성각·범종각,주차 가능 (2026-09 잠정),전나무숲길 600m (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;부안군,
JEONBUK,개암사,부안 능가산,Gaeamsa,전북특별자치도 부안군 상서면 개암로 248,미확인,미확인,제24교구 본사 선운사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅보전(보물 석가·문수·보현),응진전·지장전,주차장 있음 (2026-09 잠정),변산반도·울금바위 (2026-09 잠정),RESERVATION,미확인,보물 부안 개암사 대웅전,울금바위 등산로 연계,계곡·사찰림,울금바위 조망,https://ko.wikipedia.org · 디지털부안문화대전,공양원문=사찰음식
JEONBUK,금당사,진안 마이산,Geumdangsa,전북특별자치도 진안군 마령면 마이산남로 217,미확인,미확인,제17교구 본사 금산사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락보전(목불좌상),미확인,마이산 남부주차장 인근 (2026-09 잠정),마이산 도립공원 진입 (2026-09 잠정),RESERVATION,벚꽃(봄 마이산),보물 금당사 괘불탱·전북 유형문화유산 목불좌상,탑사~금당사 진입로,계곡·사찰림,마이산 조망,나무위키 · 한국민족문화대백과,공양원문=사찰음식
JEONBUK,안국사,무주 적상산,Anguksa,전북특별자치도 무주군 적상면 산성로 1050,미확인,미확인,제17교구 본사 금산사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락전(전북 유형문화유산 아미타불),청연루·삼성각,적상산 정상부 주차 (2026-09 잠정),양수댐 건설로 1993년 이전 (2026-09 잠정),RESERVATION,단풍(가을),전북 유형문화유산 안국사 극락전,적상산성 탐방로,사찰림·적상호,적상산 조망,디지털무주문화대전 · 무주군,공양원문=사찰음식
JEONBUK,금산사,김제 모악산,Geumsansa Temple,미확인(김제시 모악산),,,조계종 제17교구 본사,대한불교조계종,1차조사(v3.2),Y,금산사 일주문,Y,금강문,Y,천왕문,Y,보제루,Y,오층석탑(보물25)·육각다층석탑(보물27),미륵전(국보62),대적광전·대장전·명부전·나한전·조사전,미확인,모악산 등산로 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;나무위키,제17교구본사
JEONBUK,선운사,고창 도솔산,Seonunsa Temple,전북 고창군 아산면 선운사로 250,,,조계종 제24교구 본사,대한불교조계종,1차조사(v3.2),Y,선운사 일주문,?,,Y,천왕문,Y,만세루,Y,육층석탑(전북유형),대웅전(보물290),영산전·명부전·관음전·산신각·팔상전,주차 가능 (2026-09 잠정),도솔산 진입 (2026-09 잠정),RESERVATION,동백(4월)·꽃무릇(9월),,,,,국가유산포털;선운사자료,제24교구본사
CHUNGNAM_SEJONG,영평사,세종 장군산,Yeongpyeongsa,세종특별자치시 장군면(정확한 주소 미확인),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,주차장 있음,구절초 축제 명소,RESERVATION,구절초(가을),미확인,구절초 산책로,구절초 군락,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후) · 공양원문=사찰음식·템플스테이
CHUNGNAM_SEJONG,학림사,공주 계룡산 반포,Hangnimsa,충청남도 공주시 반포면(정확한 주소 미확인),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,미확인,계룡산 자락,RESERVATION,,미확인,미확인,사찰림,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후)
CHUNGNAM_SEJONG,수덕사,예산 덕숭산,Sudeoksa,충청남도 예산군 덕산면 수덕사안길 79,미확인,미확인,제7교구 본사(덕숭총림),대한불교조계종,2차조사,Y,일주문,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(국보 제49호),백련당·청련당·근역성보관·선미술관,주차장 있음 (2026-09 잠정),덕숭산·가야산 (2026-09 잠정),RESERVATION,미확인,국보 수덕사 대웅전·보물 목조석가여래삼불좌상,진입로 상가~일주문·덕숭산 정혜사 산길,사찰림,덕숭산 조망,https://yesan.grandculture.net · https://ko.wikipedia.org/wiki/수덕사,제7교구본사 · 공양원문=사찰음식·템플스테이
CHUNGNAM_SEJONG,마곡사,공주 태화산,Magoksa,충청남도 공주시 사곡면 마곡사로 966,미확인,미확인,제6교구 본사,대한불교조계종,2차조사,Y,일주문,?,미확인,Y,천왕문,Y,해탈문,Y,오층석탑(보물 제799호),대광보전(보물 제802호),대웅보전(보물 제801호)·영산전(보물 제800호),식당가 대형주차장(무료)·사찰 인근 유료(4000원) (2026-09 잠정),외길 구간 교행 주의·입장 무료·세계유산 (2026-09 잠정),RESERVATION,춘마곡 봄 벚꽃,보물 4점(대광보전·대웅보전·영산전·오층석탑)·세계유산,태화산 솔바람길·계곡 남원북원,계곡(마곡천)·솔숲·사찰림,태화산 조망,https://www.telltrip.com · 나무위키 · 국가유산포털,제6교구본사 · 공양원문=사찰음식·템플스테이
CHUNGNAM_SEJONG,무량사,부여 만수산,Muryangsa,충청남도 부여군 외산면 무량로 203,미확인,미확인,제6교구 본사 마곡사 말사,대한불교조계종,2차조사,Y,일주문,?,미확인,Y,천왕문,?,미확인,Y,오층석탑(보물),극락전(보물 제356호 2층 극락전 소조아미타삼존),명부전·영산전·김시습 부도,주차장 있음 (2026-09 잠정),만수산 자락 (2026-09 잠정),RESERVATION,미확인,보물 무량사 극락전·보물 오층석탑·보물 미륵불괘불탱,진입로 숲길,계곡·사찰림,만수산 조망,나무위키 · 국가유산포털,공양원문=사찰음식·템플스테이
CHUNGNAM_SEJONG,서광사,서산 부춘산,Seogwangsa,충남 서산시 부춘산1로 44 (읍내동),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,미확인,부춘산 도심 인근,RESERVATION,,미확인,미확인,사찰림,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후)
CHUNGNAM_SEJONG,갑사,공주 계룡산,Gapsa,충청남도 공주시 계룡면 갑사로 567-3,미확인,미확인,제6교구 본사 마곡사 말사,대한불교조계종,2차조사,Y,일주문,?,미확인,Y,천왕문,?,미확인,?,미확인,대웅전,대적전·표충원·팔상전,주차장 있음 (2026-09 잠정),계룡산 서편·단풍 명소 (2026-09 잠정),RESERVATION,단풍(가을 추갑사),국보 갑사 삼신불괘불탱·보물 다수,오리숲 진입로·계곡,계곡·오리숲·사찰림,계룡산 조망,갑사 공식홈페이지 · 공주시,공양원문=사찰음식·템플스테이
CHUNGNAM_SEJONG,부석사,서산 도비산,Buseoksa (Seosan),충청남도 서산시 부석면 부석사길 243,미확인,미확인,제7교구 본사 수덕사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락전(아미타불),미확인,주차장 있음 (2026-09 잠정),도비산 자락(천수만 조망) (2026-09 잠정),RESERVATION,미확인,쓰시마 금동관음보살좌상 관련 사찰,진입로 숲길,사찰림,천수만·서해 조망,부석사 공식홈페이지,영주 부석사 아님 · 공양원문=사찰음식·템플스테이
CHUNGBUK,미륵대흥사,단양 황정산,Mireukdaeheungsa,충청북도 단양군 대강면 황정산(정확한 주소 미확인),미확인,미확인,미확인,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미륵전,미확인,미확인,황정산 자락,RESERVATION,,미확인,미확인,사찰림,,불교저널 · 템플스테이,공양원문=사찰음식·템플스테이
CHUNGBUK,석종사,충주 직동,Seokjongsa,충청북도 충주시 직동(금봉산 정확한 주소 미확인),미확인,미확인,미확인(금봉선원),대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전,금봉선원,미확인,금봉산 자락 선원 (2026-09 잠정),RESERVATION,미확인,미확인,미확인,사찰림,미확인,디지털충주문화대전,공양원문=사찰음식·템플스테이
CHUNGBUK,반야사,영동 백화산,Banyasa,충청북도 영동군 황간면 백화산로 652,미확인,미확인,제5교구 본사 법주사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(석가·문수·보현),미확인,주차장 있음,백화산 호서의 소금강,RESERVATION,배롱나무(여름),미확인,계곡 진입로·문수전 산길,계곡·사찰림(호랑이 형상 너덜),,영동군 · 불교신문,공양원문=사찰음식
CHUNGBUK,용화사,청주,Yonghwasa (Cheongju),충청북도 청주시 서원구 무심서로 565,미확인,미확인,제5교구 본사 법주사 말사,대한불교조계종,2차조사,N,없음(도심),N,없음,N,없음(도심),N,없음,?,미확인,용화보전(미륵보전 석조불상군 7구),미확인,도심 주차 (2026-09 잠정),무심천변 도심 사찰 (2026-09 잠정),RESERVATION,미확인,보물 청주 용화사 석조불상군,무심천변 산책로,무심천(도심 하천),미확인,나무위키 · 디지털청주문화대전,통영 용화사 아님 · 공양원문=사찰음식
CHUNGBUK,법주사,보은 속리산,Beopjusa,충청북도 보은군 속리산면 법주사로 405,36.542361,127.833750,제5교구 본사,대한불교조계종,2차조사,Y,일주문,Y,금강문,Y,천왕문,?,미확인,Y,팔상전(국보 제55호 목탑),대웅보전(보물),원통보전·능인전·마애여래의좌상,주차장 있음,속리산국립공원·세계유산,RESERVATION,,국보 팔상전·국보 쌍사자석등·국보 석련지·보물 대웅보전·세계유산,오리숲 진입로·세조길,계곡·오리숲·사찰림,,https://en.wikipedia.org/wiki/Beopjusa,제5교구본사 · 공양원문=사찰음식·템플스테이
CHUNGBUK,영국사,영동 천태산,Yeongguksa,충청북도 영동군 양산면 영국동길 225-35,미확인,미확인,제5교구 본사 법주사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,Y,삼층석탑(보물),대웅전(충북 유형문화유산),미확인,주차장 있음 (2026-09 잠정),천태산 자락·은행나무 (2026-09 잠정),RESERVATION,은행나무 단풍(가을),보물 영국사 삼층석탑·원각국사비·부도,천태산 등산로·은행나무,계곡·사찰림·노거수 은행나무,천태산 조망,영국사 공식홈페이지 · 나무위키,공양원문=사찰음식
SEOUL,진관사,은평 북한산,Jingwansa Temple,서울 은평구 진관길 73,,,조계종 직할교구,대한불교조계종,1차조사(v3.2),Y,진관사 일주문,?,,?,,Y,홍제루,Y,오층석탑,대웅전,명부전·나한전·독성전·칠성각·종각,미확인,연신내역 버스 진관사입구 (2026-09 잠정),TEMPLE_MEAL,미확인,,,,,한국민족문화대백과;구석구석,공양원문=사찰음식·템플스테이
SEOUL,국제선센터,양천 목동,Seoul International Seon Center,서울특별시 양천구 목동동로 167,미확인,미확인,조계종 직영기관,대한불교조계종,2차조사,N,없음(도심 건물),N,없음,N,없음,N,없음,N,없음,큰법당,선방·강당(지상7층/지하3층),건물 주차장 (2026-09 잠정),지하철 접근 용이(도심) (2026-09 잠정),RESERVATION,미확인,미확인,없음(도심),도심(사찰림 아님),미확인,http://www.seoncenter.or.kr,현대 도심 사찰 · 공양원문=사찰음식·템플스테이(외국인 특화)
SEOUL,화계사,강북 수유동,Hwagyesa,서울특별시 강북구 화계사길 117,미확인,미확인,직할교구 본사 조계사 말사,대한불교조계종,2차조사,Y,일주문,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(서울 유형문화유산 제65호),대적광전·명부전·삼성각·보화루·국제선원,주차장 있음 (2026-09 잠정),북한산 자락·도심 접근 용이 (2026-09 잠정),RESERVATION,미확인,보물 화계사 동종·보물 목조지장보살삼존상 및 시왕상·서울 유형문화유산 대웅전,경내 진입로,사찰림·계곡,미확인,http://www.hwagyesa.org · https://ko.wikipedia.org/wiki/화계사,공양원문=사찰음식·템플스테이
SEOUL,길상사,성북 성북동,Gilsangsa Temple,서울 성북구 선잠로5길 68,,,조계종 직할교구,대한불교조계종,1차조사(v3.2),?,,N,,?,,?,,?,,극락전,지장전·설법전(미확인),미확인,성북동 진입,RESERVATION,,,,,,길상사 일반자료(약함),
SEOUL,금선사,종로 구기동,Geumseonsa Temple,서울 종로구 비봉길 137(구기동),,,조계종 직할교구,대한불교조계종,1차조사(v3.2),Y,삼각산 금선사 일주문,?,,N,,Y,해탈문(108계단),?,,대적광전,삼성각·미타전·연화당·반야전·종각,미확인,비봉코스 초입,RESERVATION,,,,,,금선사템플스테이;구석구석,공양원문=템플스테이
SEOUL,경국사,성북 정릉,Gyeongguksa,서울특별시 성북구 보국문로 113-10,미확인,미확인,직할교구 본사 조계사 말사(추정),대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락보전,명부전·삼성각,주차장 있음 (2026-09 잠정),북한산 정릉 자락 (2026-09 잠정),RESERVATION,미확인,보물 경국사 목각아미타여래설법상(제748호)·서울 유형문화유산 목관음보살좌상,정릉천 진입로,계곡·사찰림,미확인,http://www.ibulgyo.com · 국가유산포털,공양원문=사찰음식·템플스테이
SEOUL,수국사,은평 갈현동,Suguksa,서울특별시 은평구 서오릉로23길 8-5,미확인,미확인,직할교구 본사 조계사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅보전(황금법당),미륵불 동상,연신내역+마을버스,연신내역 6번출구 마을버스 9번·오전 9시 개방,RESERVATION,,보물 수국사 목조아미타여래좌상,봉산 자락 산책로,봉산 사찰림,,https://www.telltrip.com · 나무위키,공양원문=사찰음식·템플스테이
SEOUL,조계사,종로 견지동,Jogyesa Temple,서울 종로구 우정국로 55,,,조계종 직할교구 총본산,대한불교조계종,1차조사(v3.2),Y,조계사 일주문(사천왕상),N,,N,,?,,Y,8각10층석탑,대웅전,극락전·관음전·범종루,도심 협소 (2026-09 잠정),인사동 인접 평지 (2026-09 잠정),RESERVATION,국화(가을),,,,,국가유산포털;나무위키,공양원문=사찰음식·문화프로그램
SEOUL,도선사,강북 우이동,Doseonsa,서울특별시 강북구 도선사길 504,미확인,미확인,직할교구 본사 조계사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,Y,천왕문,?,미확인,Y,칠층석탑,대웅전,호국참회원·삼성각·청담기념관,입구 주차 후 절 운행버스/전용택시 (2026-09 잠정),입구~절 약 2.5~3km(포장도로 셔틀·택시) (2026-09 잠정),RESERVATION,미확인,서울 유형문화유산 마애불입상·목아미타불·석독성상·청동종,자비문~청담폭포 진입로,계곡·약수·사찰림,만경대·삼각산 조망,http://doseonsa.org · 나무위키,공양원문=사찰음식·템플스테이
SEOUL,묘각사,종로 숭인동,Myogaksa,서울특별시 종로구 종로63가길 31(숭인동),미확인,미확인,관음종 총본산(조계종 아님),대한불교관음종,2차조사,N,없음(도심 소규모),N,없음,N,없음,N,없음,N,없음,대불보전(2층)·원통보전(1층),낙가선원·석굴암·산신각,도심 주차 제한,낙산(동망봉) 자락·도심 접근,RESERVATION,,미확인,낙산공원 산책로,낙산(도심 바위산),,https://ko.wikipedia.org/wiki/묘각사_(서울_종로구),[Q2 확정] 관음종 총본산 → 제외(서울 5구는 조계사·도선사로 성립). 시드 미투입 · 공양원문=사찰음식·템플스테이(2002년부터 운영)
GYEONGGI,봉녕사,수원 팔달,Bongnyeongsa Temple,경기 수원시 팔달구 창룡대로 236-54(우만동 248),,,조계종 제2교구 용주사 말사,대한불교조계종,1차조사(v3.2),Y,봉녕사 일주문,N,,?,,Y,범종루/우화궁,Y,석가탑·다보탑형 쌍탑,대적광전,약사전·용화각·범종루·청운당,주차 넓음,버스 봉녕사입구 도보12분,TEMPLE_MEAL,매화·목련(봄),,,,,구석구석;나무위키;biguni,공양원문=사찰음식
GYEONGGI,봉선사,남양주 진접,Bongseonsa Temple,경기 남양주시 진접읍 봉선사길 32(부평리),,,조계종 제25교구 본사,대한불교조계종,1차조사(v3.2),Y,봉선사 일주문,N,,N,,Y,청풍루,Y,오층탑,큰법당(대웅전),관음전·지장전·삼성각·조사전·범종각,주차 가능 (2026-09 잠정),광릉숲 인접 (2026-09 잠정),RESERVATION,미확인,,,,,디지털남양주문화대전,제25교구본사
GYEONGGI,수도사,평택,Sudosa Temple,미확인(평택시),,,미확인,대한불교조계종,1차조사(v3.2),?,,?,,?,,?,,?,,미확인,미확인,미확인,미확인,TEMPLE_MEAL,,,,,,미확인(현장실사),
GYEONGGI,연등국제선원,강화,Lotus Lantern International Meditation Center,인천광역시 강화군 길상면 강화동로 349-60,미확인,미확인,미확인(국제포교 선원),대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인(법당),선방·강당,주차장 있음 (2026-09 잠정),1997년 개원·국제 템플스테이 (2026-09 잠정),RESERVATION,미확인,미확인,경내 산책로,사찰림,미확인,http://www.lotuslantern.net,공양원문=사찰음식·템플스테이(외국인 특화)
GYEONGGI,법륜사,용인 원삼,Beomnyunsa (Yongin),경기도 용인시 처인구 원삼면 농촌파크로 126,미확인,미확인,,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(아자형 석가·문수·보현),미확인,주차장 있음 (2026-09 잠정),문수산 자락·2005년 창건 (2026-09 잠정),RESERVATION,미확인,미확인,경내 산책로,사찰림,미확인,https://ko.wikipedia.org · 디지털용인문화대전,[C 확정] 교구 상충 → 비워 둠(전화 확인) · 공양원문=사찰음식·템플스테이
GYEONGGI,봉인사,남양주 진건,Bonginsa,경기도 남양주시 진건읍 사릉로156번길 295,미확인,미확인,제25교구 봉선사 권역(말사 표기 미확인),대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,큰법당(석가모니불),사리탑·부도암,주차장 있음 (2026-09 잠정),천마산 자락 (2026-09 잠정),RESERVATION,미확인,미확인,경내 산책로,사찰림,미확인,디지털남양주문화대전,공양원문=사찰음식·템플스테이
GYEONGGI,묘적사,남양주 와부,Myojeoksa,경기도 남양주시 와부읍 수레로661번길 174,미확인,미확인,제25교구 본사 봉선사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,Y,팔각칠층석탑,대웅전,산신각,주차장 있음,월문리 계곡,RESERVATION,미확인,경기 유형문화유산 팔각칠층석탑,계곡 진입로,계곡·사찰림,미확인,묘적사 공식홈페이지 · 디지털남양주문화대전,공양원문=사찰음식·템플스테이
GYEONGGI,백련사,가평 축령산,Baengnyeonsa (Gapyeong),경기도 가평군 상면 샘골길 159-50,미확인,미확인,제25교구 본사 봉선사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전,미확인,주차장 있음,축령산 자연휴양림 인근·1997년 창건,RESERVATION,미확인,미확인,축령산 등산로 연계,사찰림,축령산 조망,백련사 공식홈페이지 · 디지털가평문화대전,강진·강화 백련사 아님 · 공양원문=사찰음식·템플스테이
GYEONGGI,회암사,양주 천보산,Hoeamsa Temple,미확인(양주시 회암동),,,조계종 제25교구 봉선사 말사,대한불교조계종,1차조사(v3.2),?,,?,,?,,?,,?,,대웅전(추정),미확인,미확인,회암사지 위쪽,RESERVATION,,,,,,미확인(현장실사),
GYEONGGI,용문사,양평 용문산,Yongmunsa (Yangpyeong),경기도 양평군 용문면 용문산로 782,37.5478,127.5545,제25교구 본사 봉선사 말사,대한불교조계종,2차조사,Y,일주문,?,미확인,?,미확인,?,미확인,?,미확인,대웅전,지장전·관음전·삼성각·범종각,주차장 있음(관광지) (2026-09 잠정),용문산 관광지·입장료 (2026-09 잠정),RESERVATION,은행나무 단풍(가을),천연기념물 제30호 은행나무·보물 금동관음보살상·보물 정지국사부도,은행나무~대웅전 진입로,사찰림·노거수 은행나무,용문산 조망,https://ko.wikipedia.org · https://www.heritage.go.kr,예천·남해 용문사 아님 · 공양원문=사찰음식·템플스테이
GYEONGGI,흥국사,고양 노고산,Heungguksa (Goyang),경기도 고양시 덕양구 흥국로 82,미확인,미확인,직할교구 본사 조계사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,약사전(약사여래),나한전·만월보전,주차장 있음,노고산 자락,RESERVATION,,미확인,경내 산책로,사찰림,,https://ko.wikipedia.org · 나무위키,남양주·여수 흥국사 아님 · 공양원문=사찰음식
GYEONGGI,연주암,과천 관악산,Yeonjuam,경기도 과천시 자하동길 63(중앙동 산12-4),미확인,미확인,제2교구 본사 용주사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,Y,삼층석탑(고려 양식 높이 약 3.6m),대웅전,금륜보전(삼성각)·천수관음전·영산전·효령각·연주대 응진전,주차장 없음(등산 접근),관악산 등산로·연주대 절벽,RESERVATION,,경기 기념물 연주대,관악산 등산로(정상 인근),사찰림·기암,,https://ko.wikipedia.org/wiki/관악산,공양원문=사찰음식·템플스테이
GYEONGGI,용주사,화성 송산동,Yongjusa Temple,경기 화성시 용주로 136(송산동 188),,,조계종 제2교구 본사,대한불교조계종,1차조사(v3.2),Y,용주사 일주문,?,삼문(三門),?,,Y,천보루,Y,오층석탑,대웅보전,지장전·범종각·천보루,주차 가능,평지,RESERVATION,미확인,,,,,국가유산포털;용주사공식,제2교구본사
GYEONGGI,신륵사,여주,Silleuksa Temple,경기 여주시 신륵사길 73(천송동),,,조계종 제2교구 용주사 말사,대한불교조계종,1차조사(v3.2),Y,신륵사 일주문,N,,N,,Y,구룡루,Y,다층전탑(보물226)·다층석탑(보물225),극락보전,조사당·명부전·삼성각·구룡루,주차 가능 (2026-09 잠정),남한강변 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;여주시사,
GYEONGGI,전등사,강화 정족산,Jeondeungsa Temple,인천 강화군 길상면 온수길(전등사),,,조계종 직할교구,대한불교조계종,1차조사(v3.2),N,,N,,N,,Y,대조루,?,,대웅보전(보물178),약사전·명부전·삼성각·향로전·강설당·종각,주차장 2곳,삼랑성 동문/남문,RESERVATION,미확인,,,,,국가유산포털;전등사공식,
JEONNAM_GWANGJU,능가사,고흥 팔영산,Neunggasa Temple,전남 고흥군 점암면 팔봉길 21,,,조계종 제21교구 송광사 말사,대한불교조계종,1차조사(v3.2),?,,?,,Y,사천왕문(목조사천왕상 보물2023),?,,?,,대웅전(보물1307),미확인,미확인,팔영산 등산로 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산청 보도자료,[Q4 확정] v3.2 예비 → MAIN 후보 복귀: ★ 2023 보물 목조사천왕상(17세기 가장 이른). 평지가람·무료주차
JEONNAM_GWANGJU,흥국사,여수 영취산,Heungguksa Temple (Yeosu),전남 여수시 흥국사길(중흥동),,,조계종 제19교구 화엄사 말사,대한불교조계종,1차조사(v3.2),Y,흥국사 일주문,?,,Y,천왕문(소조사천왕상 보물2023),Y,봉황루,?,,대웅전(보물396),응진당·팔상전·불조전·무사전,미확인,영취산 진입,RESERVATION,진달래(4월),,,,,국가유산포털;국가유산청 보도자료,[Q4 확정] v3.2 예비 → MAIN 후보 복귀: ★ 2023 보물 소조사천왕상. 임진왜란 의승수군
GANGWON,수타사,홍천 공작산,Sutasa Temple,미확인(홍천군 공작산),,,조계종 제4교구 월정사 말사,대한불교조계종,1차조사(v3.2),?,,?,,Y,봉황문(소조사천왕상 보물2023),Y,흥회루,Y,삼층석탑,대적광전,원통보전·지장전·삼성각,미확인,공작산 생태숲 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산청 보도자료;불교신문,[Q4 확정] v3.2 예비 → MAIN 후보 복귀: ★ 2023 보물 소조사천왕상(최북단). 덕천천 산소길 3.8km
GYEONGGI,칠장사,안성 칠현산,Chiljangsa Temple,경기 안성시 죽산면 칠장로 399-18,,,조계종 제2교구 용주사 말사,대한불교조계종,1차조사(v3.2),Y,칠장사 일주문,N,,Y,천왕문(소조사천왕상),?,,?,,대웅전(보물2036),명부전·나한전,주차장 있음 (2026-09 잠정),일주문~천왕문 계단 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;여행스케치,[12라인 확정] v3.2 복귀
GANGWON,천은사,삼척 두타산,Cheoneunsa Temple (Samcheok),미확인(삼척시 두타산),,,조계종 제4교구 월정사 말사,대한불교조계종,1차조사(v3.2),?,,?,,?,,?,,?,,극락보전,미확인,미확인,이승휴 유적,RESERVATION,,,,,,천은사자료(현장실사),[12라인 확정] v3.2 복귀
