siteId,name,roadAddress,coordPoint,qrLocationHint,parkingInfo,accessInfo,mealAvailable,description,descriptionEn,viewpoint1,viewpoint2,viewpoint3,badgeFlower,grade,source,checkedAt,note
990467,용화사(청주),충청북도 청주시 서원구 무심서로 565,,,도심 주차 (2026-09 잠정),무심천변 도심 사찰 (2026-09 잠정),RESERVATION,,,,,,N,잠정,나무위키 · 디지털청주문화대전,,통영 용화사 아님 · 공양원문=사찰음식 · 조사단계=2차조사 · 국가유산=보물 청주 용화사 석조불상군 · 산책로=무심천변 산책로 · 1구자산=무심천(도심 하천) · 주불전=용화보전(미륵보전 석조불상군 7구) · 영문명=Yonghwasa (Cheongju)
990468,법주사,충청북도 보은군 속리산면 법주사로 405,,,주차장 있음,속리산국립공원·세계유산,RESERVATION,,,,,,N,비공식,https://en.wikipedia.org/wiki/Beopjusa,,제5교구본사 · 공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=국보 팔상전·국보 쌍사자석등·국보 석련지·보물 대웅보전·세계유산 · 산책로=오리숲 진입로·세조길 · 1구자산=계곡·오리숲·사찰림 · 주불전=대웅보전(보물) · 영문명=Beopjusa
990469,영국사,충청북도 영동군 양산면 영국동길 225-35,,,주차장 있음 (2026-09 잠정),천태산 자락·은행나무 (2026-09 잠정),RESERVATION,,,천태산 조망||,,,Y,잠정,영국사 공식홈페이지 · 나무위키,,공양원문=사찰음식 · 조사단계=2차조사 · 꽃절=은행나무 단풍(가을) · 국가유산=보물 영국사 삼층석탑·원각국사비·부도 · 산책로=천태산 등산로·은행나무 · 1구자산=계곡·사찰림·노거수 은행나무 · 주불전=대웅전(충북 유형문화유산) · 영문명=Yeongguksa
990470,진관사,서울 은평구 진관길 73,,,,연신내역 버스 진관사입구 (2026-09 잠정),TEMPLE_MEAL,,,,,,N,잠정,한국민족문화대백과;구석구석,,공양원문=사찰음식·템플스테이 · 조사단계=1차조사(v3.2) · 주불전=대웅전 · 영문명=Jingwansa Temple
990471,국제선센터,서울특별시 양천구 목동동로 167,,,건물 주차장 (2026-09 잠정),지하철 접근 용이(도심) (2026-09 잠정),RESERVATION,,,,,,N,잠정,http://www.seoncenter.or.kr,,현대 도심 사찰 · 공양원문=사찰음식·템플스테이(외국인 특화) · 조사단계=2차조사 · 산책로=없음(도심) · 1구자산=도심(사찰림 아님) · 주불전=큰법당 · 영문명=Seoul International Seon Center
990472,화계사,서울특별시 강북구 화계사길 117,,,주차장 있음 (2026-09 잠정),북한산 자락·도심 접근 용이 (2026-09 잠정),RESERVATION,,,,,,N,잠정,http://www.hwagyesa.org · https://ko.wikipedia.org/wiki/화계사,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=보물 화계사 동종·보물 목조지장보살삼존상 및 시왕상·서울 유형문화유산 대웅전 · 산책로=경내 진입로 · 1구자산=사찰림·계곡 · 주불전=대웅전(서울 유형문화유산 제65호) · 영문명=Hwagyesa
990473,길상사,서울 성북구 선잠로5길 68,,,,성북동 진입,RESERVATION,,,,,,N,비공식,길상사 일반자료(약함),,조사단계=1차조사(v3.2) · 주불전=극락전 · 영문명=Gilsangsa Temple
990474,금선사,서울 종로구 비봉길 137(구기동),,,,비봉코스 초입,RESERVATION,,,,,,N,비공식,금선사템플스테이;구석구석,,공양원문=템플스테이 · 조사단계=1차조사(v3.2) · 주불전=대적광전 · 영문명=Geumseonsa Temple
990475,경국사,서울특별시 성북구 보국문로 113-10,,,주차장 있음 (2026-09 잠정),북한산 정릉 자락 (2026-09 잠정),RESERVATION,,,,,,N,잠정,http://www.ibulgyo.com · 국가유산포털,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=보물 경국사 목각아미타여래설법상(제748호)·서울 유형문화유산 목관음보살좌상 · 산책로=정릉천 진입로 · 1구자산=계곡·사찰림 · 주불전=극락보전 · 영문명=Gyeongguksa
990476,수국사,서울특별시 은평구 서오릉로23길 8-5,,,연신내역+마을버스,연신내역 6번출구 마을버스 9번·오전 9시 개방,RESERVATION,,,,,,N,비공식,https://www.telltrip.com · 나무위키,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=보물 수국사 목조아미타여래좌상 · 산책로=봉산 자락 산책로 · 1구자산=봉산 사찰림 · 주불전=대웅보전(황금법당) · 영문명=Suguksa
990477,조계사,서울 종로구 우정국로 55,,,도심 협소 (2026-09 잠정),인사동 인접 평지 (2026-09 잠정),RESERVATION,,,,,,Y,잠정,국가유산포털;나무위키,,공양원문=사찰음식·문화프로그램 · 조사단계=1차조사(v3.2) · 꽃절=국화(가을) · 주불전=대웅전 · 영문명=Jogyesa Temple
990478,도선사,서울특별시 강북구 도선사길 504,,,입구 주차 후 절 운행버스/전용택시 (2026-09 잠정),입구~절 약 2.5~3km(포장도로 셔틀·택시) (2026-09 잠정),RESERVATION,,,만경대·삼각산 조망||,,,N,잠정,http://doseonsa.org · 나무위키,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=서울 유형문화유산 마애불입상·목아미타불·석독성상·청동종 · 산책로=자비문~청담폭포 진입로 · 1구자산=계곡·약수·사찰림 · 주불전=대웅전 · 영문명=Doseonsa
,묘각사,서울특별시 종로구 종로63가길 31(숭인동),,,도심 주차 제한,낙산(동망봉) 자락·도심 접근,RESERVATION,,,,,,N,비공식,https://ko.wikipedia.org/wiki/묘각사_(서울_종로구),,[Q2 확정] 관음종 총본산 → 제외(서울 5구는 조계사·도선사로 성립). 시드 미투입 · 공양원문=사찰음식·템플스테이(2002년부터 운영) · 조사단계=2차조사 · 산책로=낙산공원 산책로 · 1구자산=낙산(도심 바위산) · 주불전=대불보전(2층)·원통보전(1층) · 영문명=Myogaksa
990479,봉녕사,경기 수원시 팔달구 창룡대로 236-54(우만동 248),,,주차 넓음,버스 봉녕사입구 도보12분,TEMPLE_MEAL,,,,,,N,비공식,구석구석;나무위키;biguni,,공양원문=사찰음식 · 조사단계=1차조사(v3.2) · 주불전=대적광전 · 영문명=Bongnyeongsa Temple
990480,봉선사,경기 남양주시 진접읍 봉선사길 32(부평리),,,주차 가능 (2026-09 잠정),광릉숲 인접 (2026-09 잠정),RESERVATION,,,,,,N,잠정,디지털남양주문화대전,,제25교구본사 · 조사단계=1차조사(v3.2) · 주불전=큰법당(대웅전) · 영문명=Bongseonsa Temple
990481,수도사,,,,,,TEMPLE_MEAL,,,,,,N,비공식,,,조사단계=1차조사(v3.2) · 영문명=Sudosa Temple
990482,연등국제선원,인천광역시 강화군 길상면 강화동로 349-60,,,주차장 있음 (2026-09 잠정),1997년 개원·국제 템플스테이 (2026-09 잠정),RESERVATION,,,,,,N,잠정,http://www.lotuslantern.net,,공양원문=사찰음식·템플스테이(외국인 특화) · 조사단계=2차조사 · 산책로=경내 산책로 · 1구자산=사찰림 · 영문명=Lotus Lantern International Meditation Center
990483,법륜사,경기도 용인시 처인구 원삼면 농촌파크로 126,,,주차장 있음 (2026-09 잠정),문수산 자락·2005년 창건 (2026-09 잠정),RESERVATION,,,,,,N,잠정,https://ko.wikipedia.org · 디지털용인문화대전,,[C 확정] 교구 상충 → 비워 둠(전화 확인) · 공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 산책로=경내 산책로 · 1구자산=사찰림 · 주불전=대웅전(아자형 석가·문수·보현) · 영문명=Beomnyunsa (Yongin)
990484,봉인사,경기도 남양주시 진건읍 사릉로156번길 295,,,주차장 있음 (2026-09 잠정),천마산 자락 (2026-09 잠정),RESERVATION,,,,,,N,잠정,디지털남양주문화대전,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 산책로=경내 산책로 · 1구자산=사찰림 · 주불전=큰법당(석가모니불) · 영문명=Bonginsa
990485,묘적사,경기도 남양주시 와부읍 수레로661번길 174,,,주차장 있음,월문리 계곡,RESERVATION,,,,,,N,확정,묘적사 공식홈페이지 · 디지털남양주문화대전,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=경기 유형문화유산 팔각칠층석탑 · 산책로=계곡 진입로 · 1구자산=계곡·사찰림 · 주불전=대웅전 · 영문명=Myojeoksa
990486,백련사(가평),경기도 가평군 상면 샘골길 159-50,,,주차장 있음,축령산 자연휴양림 인근·1997년 창건,RESERVATION,,,축령산 조망||,,,N,확정,백련사 공식홈페이지 · 디지털가평문화대전,,강진·강화 백련사 아님 · 공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 산책로=축령산 등산로 연계 · 1구자산=사찰림 · 주불전=대웅전 · 영문명=Baengnyeonsa (Gapyeong)
990487,회암사,,,,,회암사지 위쪽,RESERVATION,,,,,,N,비공식,,,조사단계=1차조사(v3.2) · 주불전=대웅전(추정) · 영문명=Hoeamsa Temple
990488,용문사(양평),경기도 양평군 용문면 용문산로 782,,,주차장 있음(관광지) (2026-09 잠정),용문산 관광지·입장료 (2026-09 잠정),RESERVATION,,,용문산 조망||,,,Y,잠정,https://ko.wikipedia.org · https://www.heritage.go.kr,,예천·남해 용문사 아님 · 공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 꽃절=은행나무 단풍(가을) · 국가유산=천연기념물 제30호 은행나무·보물 금동관음보살상·보물 정지국사부도 · 산책로=은행나무~대웅전 진입로 · 1구자산=사찰림·노거수 은행나무 · 주불전=대웅전 · 영문명=Yongmunsa (Yangpyeong)
990489,흥국사(고양),경기도 고양시 덕양구 흥국로 82,,,주차장 있음,노고산 자락,RESERVATION,,,,,,N,비공식,https://ko.wikipedia.org · 나무위키,,남양주·여수 흥국사 아님 · 공양원문=사찰음식 · 조사단계=2차조사 · 산책로=경내 산책로 · 1구자산=사찰림 · 주불전=약사전(약사여래) · 영문명=Heungguksa (Goyang)
990490,연주암,경기도 과천시 자하동길 63(중앙동 산12-4),,,주차장 없음(등산 접근),관악산 등산로·연주대 절벽,RESERVATION,,,,,,N,비공식,https://ko.wikipedia.org/wiki/관악산,,공양원문=사찰음식·템플스테이 · 조사단계=2차조사 · 국가유산=경기 기념물 연주대 · 산책로=관악산 등산로(정상 인근) · 1구자산=사찰림·기암 · 주불전=대웅전 · 영문명=Yeonjuam
990491,용주사,경기 화성시 용주로 136(송산동 188),,,주차 가능,평지,RESERVATION,,,,,,N,확정,국가유산포털;용주사공식,,제2교구본사 · 조사단계=1차조사(v3.2) · 주불전=대웅보전 · 영문명=Yongjusa Temple
990492,신륵사,경기 여주시 신륵사길 73(천송동),,,주차 가능 (2026-09 잠정),남한강변 (2026-09 잠정),RESERVATION,,,,,,N,잠정,국가유산포털;여주시사,,조사단계=1차조사(v3.2) · 주불전=극락보전 · 영문명=Silleuksa Temple
990493,전등사,인천 강화군 길상면 온수길(전등사),,,주차장 2곳,삼랑성 동문/남문,RESERVATION,,,,,,N,확정,국가유산포털;전등사공식,,조사단계=1차조사(v3.2) · 주불전=대웅보전(보물178) · 영문명=Jeondeungsa Temple
990494,능가사,전남 고흥군 점암면 팔봉길 21,,,,팔영산 등산로 (2026-09 잠정),RESERVATION,,,,,,N,잠정,국가유산청 보도자료,,[Q4 확정] v3.2 예비 → MAIN 후보 복귀: ★ 2023 보물 목조사천왕상(17세기 가장 이른). 평지가람·무료주차 · 조사단계=1차조사(v3.2) · 주불전=대웅전(보물1307) · 영문명=Neunggasa Temple
990495,흥국사(여수),전남 여수시 흥국사길(중흥동),,,,영취산 진입,RESERVATION,,,,,,Y,확정,국가유산포털;국가유산청 보도자료,,[Q4 확정] v3.2 예비 → MAIN 후보 복귀: ★ 2023 보물 소조사천왕상. 임진왜란 의승수군 · 조사단계=1차조사(v3.2) · 꽃절=진달래(4월) · 주불전=대웅전(보물396) · 영문명=Heungguksa Temple (Yeosu)
990496,수타사,,,,,공작산 생태숲 (2026-09 잠정),RESERVATION,,,,,,N,잠정,국가유산청 보도자료;불교신문,,[Q4 확정] v3.2 예비 → MAIN 후보 복귀: ★ 2023 보물 소조사천왕상(최북단). 덕천천 산소길 3.8km · 조사단계=1차조사(v3.2) · 주불전=대적광전 · 영문명=Sutasa Temple
990497,칠장사,경기 안성시 죽산면 칠장로 399-18,,,주차장 있음 (2026-09 잠정),일주문~천왕문 계단 (2026-09 잠정),RESERVATION,,,,,,N,잠정,국가유산포털;여행스케치,,[12라인 확정] v3.2 복귀 · 조사단계=1차조사(v3.2) · 주불전=대웅전(보물2036) · 영문명=Chiljangsa Temple
990498,천은사(삼척),,,,,이승휴 유적,RESERVATION,,,,,,N,비공식,천은사자료(현장실사),,[12라인 확정] v3.2 복귀 · 조사단계=1차조사(v3.2) · 주불전=극락보전 · 영문명=Cheoneunsa Temple (Samcheok)
